,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,hand
23060,1,7,3,2,4,12,1,3,1,4,Zero
23061,3,4,1,11,2,6,3,13,3,8,Zero
23062,1,11,1,6,2,9,1,7,1,13,Zero
23063,4,6,4,9,1,11,1,5,1,8,Zero
23064,1,8,3,4,2,11,2,7,2,6,Zero
23065,2,13,1,7,4,6,2,8,2,6,One
23066,2,9,1,8,2,13,3,8,2,7,One
23067,2,1,3,4,3,12,3,5,1,12,One
23068,3,3,2,3,1,12,3,13,2,10,One
23069,1,12,1,9,2,1,2,3,3,7,Zero
23070,1,9,4,9,3,13,2,9,1,8,Three
23071,4,6,2,6,4,11,2,11,1,2,Two
23072,2,10,1,5,4,3,3,11,3,2,Zero
23073,4,12,4,1,4,7,4,6,3,6,One
23074,4,13,4,7,3,12,2,8,1,10,Zero
23075,4,12,4,11,3,3,2,1,1,10,Zero
23076,2,13,2,4,3,8,2,1,3,2,Zero
23077,3,12,3,4,2,5,1,1,3,11,Zero
23078,1,11,2,8,2,10,2,1,2,13,Zero
23079,3,6,2,5,2,2,3,4,1,7,Zero
23080,3,10,1,3,4,7,2,9,4,1,Zero
23081,2,11,1,5,2,3,2,6,3,3,One
23082,4,9,3,5,4,8,1,7,3,13,Zero
23083,1,1,1,13,4,7,4,2,3,12,Zero
23084,3,2,4,1,2,2,4,7,4,4,One
23085,4,10,2,1,1,7,3,12,3,10,One
23086,4,1,1,13,1,7,4,7,4,8,One
23087,4,9,3,7,4,2,1,11,2,1,Zero
23088,4,7,3,12,1,2,4,6,4,2,One
23089,3,9,1,5,3,10,4,5,4,8,One
23090,3,3,2,2,4,7,1,2,2,7,Two
23091,4,3,1,7,1,9,3,13,3,1,Zero
23092,4,1,1,12,4,9,3,11,4,7,Zero
23093,2,13,1,10,4,8,1,2,2,6,Zero
23094,4,6,4,10,4,3,3,10,3,6,Two
23095,1,1,2,9,4,5,2,3,3,5,One
23096,2,11,3,11,3,9,4,4,2,8,One
23097,2,9,4,13,3,5,4,11,1,7,Zero
23098,3,3,3,12,1,1,2,4,4,4,One
23099,3,4,3,10,1,1,2,11,4,12,Zero
23100,2,1,3,12,3,9,2,3,2,2,Zero
23101,4,11,1,4,3,10,1,7,3,13,Zero
23102,4,8,4,1,3,6,2,8,1,1,Two
23103,1,9,1,2,2,12,4,8,4,2,One
23104,2,1,2,7,1,12,4,8,1,5,Zero
23105,2,8,4,9,3,11,4,5,3,4,Zero
23106,1,2,1,9,2,13,4,1,3,2,One
23107,1,2,4,2,3,5,2,4,4,13,One
23108,4,5,3,12,4,10,3,10,2,12,Two
23109,2,9,3,9,4,4,3,11,2,10,One
23110,4,3,3,3,2,13,3,1,4,4,One
23111,1,3,1,8,3,2,2,13,3,1,Zero
23112,2,7,3,3,3,12,4,12,4,13,One
23113,1,7,4,12,2,10,1,11,4,2,Zero
23114,3,11,2,12,4,1,2,5,1,6,Zero
23115,3,13,2,4,2,2,3,2,2,8,One
23116,1,4,4,4,1,5,2,4,3,6,Three
23117,4,6,4,1,2,10,1,1,1,7,One
23118,4,9,3,4,3,2,3,9,4,1,One
23119,1,5,4,7,2,1,3,8,4,6,Zero
23120,2,9,4,2,1,5,4,7,4,3,Zero
23121,2,9,4,1,1,4,2,12,4,4,One
23122,1,8,2,4,3,9,1,13,4,9,One
23123,3,6,3,9,2,12,2,6,1,8,One
23124,1,11,1,2,2,12,2,2,4,5,One
23125,3,4,2,3,3,3,2,4,1,7,Two
23126,2,6,3,2,1,5,2,8,4,3,Zero
23127,2,1,4,1,3,8,4,9,3,2,One
23128,3,9,4,9,2,8,2,11,2,4,One
23129,4,12,2,9,4,1,2,8,3,5,Zero
23130,3,11,3,12,1,4,3,5,2,3,Zero
23131,4,11,1,8,1,4,1,5,2,3,Zero
23132,1,5,2,12,2,6,4,5,1,10,One
23133,3,2,4,9,4,13,3,7,4,8,Zero
23134,3,10,3,13,2,3,4,4,1,1,Zero
23135,1,12,4,6,3,11,4,8,2,6,One
23136,1,12,1,7,3,9,2,11,2,1,Zero
23137,1,12,1,6,2,2,4,5,1,1,Zero
23138,2,1,3,7,1,1,2,13,4,1,Three
23139,1,7,2,12,3,8,2,8,2,9,One
23140,3,13,3,8,1,7,1,5,2,8,One
23141,2,2,4,13,3,7,2,13,3,4,One
23142,1,2,3,9,3,4,2,5,3,2,One
23143,3,4,4,10,2,9,4,2,3,13,Zero
23144,2,8,2,2,1,8,2,6,4,1,One
23145,4,5,3,9,4,3,1,10,1,9,One
23146,4,4,2,9,1,4,4,11,3,9,Two
23147,3,10,1,6,4,9,4,2,2,7,Zero
23148,2,6,4,13,1,4,1,9,3,5,Zero
23149,3,11,3,5,4,11,2,12,1,12,Two
23150,3,9,1,13,2,10,3,8,4,3,Zero
23151,4,9,3,10,1,2,1,1,3,8,Zero
23152,4,1,3,12,2,6,1,5,2,5,One
23153,1,11,4,4,3,11,1,3,4,8,One
23154,1,13,4,9,3,12,3,6,4,1,Zero
23155,1,12,4,2,1,6,1,13,4,1,Zero
23156,4,7,2,3,4,10,4,2,4,3,One
23157,3,2,4,2,3,6,2,7,3,7,Two
23158,1,5,3,1,4,2,1,4,3,4,One
23159,2,3,3,4,1,9,4,11,4,10,Zero
23160,1,3,3,13,2,12,4,8,3,2,Zero
23161,4,6,1,13,3,2,2,6,3,3,One
23162,2,5,1,10,2,3,1,12,4,5,One
23163,1,2,3,11,2,8,4,4,3,3,Zero
23164,2,7,3,1,4,12,4,7,1,1,Two
23165,4,1,1,6,4,13,3,5,1,9,Zero
23166,3,11,2,7,3,4,4,9,1,2,Zero
23167,1,9,1,1,3,9,2,8,2,3,One
23168,3,13,2,10,3,5,4,9,3,12,Zero
23169,4,10,2,3,3,8,2,12,1,11,Zero
23170,1,9,2,3,1,2,3,7,2,11,Zero
23171,3,3,3,5,2,7,4,13,2,13,One
23172,2,3,3,8,4,9,1,12,2,12,One
23173,2,3,2,8,3,2,1,11,3,6,Zero
23174,2,10,2,12,2,2,4,1,1,3,Zero
23175,1,6,1,9,3,7,4,12,4,2,Zero
23176,4,11,1,13,4,13,4,5,2,4,One
23177,3,11,2,3,3,8,2,9,2,7,Zero
23178,3,3,1,2,1,3,3,8,2,11,One
23179,2,3,2,8,2,13,1,12,4,12,One
23180,4,8,3,7,2,8,1,7,1,8,Six
23181,4,10,4,13,2,6,2,2,2,12,Zero
23182,2,9,4,9,2,1,3,1,4,3,Two
23183,4,6,3,2,2,12,2,10,1,12,One
23184,1,10,4,6,4,13,1,8,2,2,Zero
23185,4,3,3,7,2,12,3,2,4,13,Zero
23186,2,9,3,10,4,10,2,12,4,13,One
23187,4,1,2,6,3,5,3,6,2,13,One
23188,4,8,1,11,4,6,1,7,1,2,Zero
23189,1,13,4,12,4,10,1,6,3,9,Zero
23190,1,11,3,4,4,9,3,5,2,1,Zero
23191,4,12,2,13,2,11,1,9,4,6,Zero
23192,4,1,4,8,3,1,3,10,1,1,Three
23193,2,11,3,12,2,12,3,10,1,10,Two
23194,3,6,4,6,1,8,3,12,3,2,One
23195,3,7,1,1,2,3,2,7,3,5,One
23196,2,11,3,13,1,4,2,9,2,6,Zero
23197,4,1,2,13,1,1,2,1,3,11,Three
23198,4,6,1,8,2,6,1,12,2,4,One
23199,1,1,1,9,2,4,3,1,3,2,One
23200,2,9,4,6,3,12,4,12,1,10,One
23201,4,6,3,12,4,4,4,5,1,4,One
23202,3,7,1,6,3,9,4,1,2,13,Zero
23203,3,12,4,9,4,3,4,4,4,10,Zero
23204,3,10,2,11,3,5,4,12,4,8,Zero
23205,1,7,4,7,1,9,1,3,4,2,One
23206,3,3,1,6,2,10,3,1,3,11,Zero
23207,3,7,1,10,3,9,3,10,1,12,One
23208,1,11,3,1,3,9,4,9,1,12,One
23209,4,11,1,9,3,5,1,2,2,12,Zero
23210,1,7,1,5,1,9,3,5,1,3,One
23211,4,4,3,10,4,3,2,6,4,11,Zero
23212,2,10,4,6,4,12,1,8,2,9,Zero
23213,2,1,2,2,3,7,4,8,1,8,One
23214,3,4,3,10,1,4,1,8,2,8,Two
23215,1,13,4,10,1,6,3,1,1,3,Zero
23216,4,1,4,6,2,11,4,3,4,8,Zero
23217,4,2,4,8,3,13,3,4,4,3,Zero
23218,2,3,3,4,4,9,2,5,1,8,Zero
23219,1,5,2,6,1,6,3,1,2,4,One
23220,2,13,4,4,3,8,4,9,4,10,Zero
23221,4,5,1,3,1,10,1,1,1,11,Zero
23222,3,12,4,1,1,13,1,2,4,11,Zero
23223,1,12,3,5,1,6,2,1,2,9,Zero
23224,4,9,2,4,2,7,2,2,2,8,Zero
23225,3,6,4,7,4,2,1,3,2,1,Zero
23226,3,4,3,2,1,8,1,11,3,12,Zero
23227,4,2,3,8,1,9,2,7,2,1,Zero
23228,2,2,4,7,4,3,1,7,2,6,One
23229,4,12,2,1,4,4,4,7,3,9,Zero
23230,2,2,1,13,2,4,2,13,1,11,One
23231,4,6,2,11,4,9,2,6,1,6,Three
23232,3,5,3,6,1,5,4,12,4,10,One
23233,3,4,1,12,4,9,1,4,4,7,One
23234,1,5,3,11,2,4,1,10,1,8,Zero
23235,2,10,1,4,4,3,1,11,2,11,One
23236,4,12,3,2,3,4,2,9,4,11,Zero
23237,1,2,2,11,4,5,2,7,1,7,One
23238,1,5,4,6,1,1,3,4,1,8,Zero
23239,3,12,1,6,2,10,4,9,1,7,Zero
23240,2,7,1,10,2,5,3,9,1,9,One
23241,4,10,1,1,4,4,1,8,3,12,Zero
23242,3,9,1,3,4,8,3,6,2,11,Zero
23243,3,7,3,3,3,9,3,11,1,5,Zero
23244,3,12,4,7,2,6,1,12,2,5,One
23245,4,3,1,3,4,1,2,12,2,2,One
23246,3,5,4,3,4,9,4,12,4,8,Zero
23247,1,11,3,9,2,10,2,8,2,4,Zero
23248,2,8,3,12,3,5,4,8,3,1,One
23249,3,9,1,2,4,6,4,1,4,5,Zero
23250,3,8,1,5,2,10,3,7,4,11,Zero
23251,3,5,3,13,2,7,3,7,3,1,One
23252,3,13,4,7,3,3,2,4,1,8,Zero
23253,1,1,4,9,2,1,1,13,1,6,One
23254,3,8,4,5,4,9,4,2,2,3,Zero
23255,1,6,4,13,1,12,4,7,2,7,One
23256,1,2,1,1,4,8,3,1,2,6,One
23257,2,9,4,8,4,6,2,3,3,12,Zero
23258,2,7,3,2,3,4,2,6,4,11,Zero
23259,2,12,2,9,3,1,3,11,4,4,Zero
23260,3,13,3,2,1,10,4,4,3,7,Zero
23261,1,9,2,8,2,13,2,10,2,1,Zero
23262,2,3,3,11,2,12,3,5,2,9,Zero
23263,2,4,1,7,1,11,4,4,3,1,One
23264,4,4,1,3,4,3,2,13,4,10,One
23265,3,9,1,4,3,3,2,11,1,7,Zero
23266,3,9,2,3,3,1,2,13,3,2,Zero
23267,3,3,2,10,1,6,4,1,3,2,Zero
23268,3,1,1,6,1,10,1,8,2,5,Zero
23269,2,1,4,3,3,2,3,11,2,11,One
23270,3,4,1,7,4,13,4,9,2,3,Zero
23271,4,8,3,3,3,7,4,5,1,10,Zero
23272,3,1,2,2,3,7,1,8,4,9,Zero
23273,4,4,1,5,2,13,4,2,2,10,Zero
23274,1,1,2,2,2,4,4,3,1,5,Four
23275,1,10,1,11,3,6,4,9,3,2,Zero
23276,4,11,2,10,1,1,4,10,2,1,Two
23277,3,8,4,10,2,10,2,13,3,4,One
23278,4,10,4,9,1,8,4,8,4,5,One
23279,2,9,2,4,1,4,2,6,3,1,One
23280,2,1,1,1,1,8,4,10,4,12,One
23281,1,1,3,12,3,5,4,1,1,4,One
23282,2,10,2,5,3,9,3,10,1,11,One
23283,3,2,4,10,3,9,3,8,2,1,Zero
23284,2,12,3,12,3,8,1,11,4,11,Two
23285,4,12,1,6,2,1,3,12,2,11,One
23286,1,7,3,11,2,4,1,12,4,2,Zero
23287,2,4,2,7,3,8,2,1,4,2,Zero
23288,4,12,2,11,1,7,4,3,4,11,One
23289,2,11,1,7,1,9,2,12,3,8,Zero
23290,2,9,4,4,1,13,2,12,3,1,Zero
23291,1,7,3,10,4,10,3,5,2,4,One
23292,1,10,1,7,3,11,4,10,3,3,One
23293,4,9,4,8,1,12,1,2,4,2,One
23294,4,3,1,3,4,1,2,11,3,9,One
23295,2,5,1,10,2,10,3,3,1,5,Two
23296,4,9,2,9,1,7,3,6,1,11,One
23297,1,11,1,13,4,6,1,12,3,10,Zero
23298,4,8,1,10,3,4,4,9,1,13,Zero
23299,3,13,1,13,2,2,3,7,3,2,Two
23300,2,4,3,5,4,9,2,3,4,5,One
23301,4,4,1,6,3,12,2,10,4,13,Zero
23302,1,12,2,12,4,10,1,5,3,9,One
23303,4,1,2,1,1,10,3,1,3,13,Three
23304,1,8,2,7,4,8,3,9,1,3,One
23305,4,10,1,3,4,13,1,8,4,6,Zero
23306,4,12,2,7,3,10,3,1,2,5,Zero
23307,1,4,2,9,3,5,1,5,3,12,One
23308,3,11,3,9,3,6,1,5,2,12,Zero
23309,2,5,4,12,1,9,3,9,1,5,Two
23310,3,7,2,3,3,9,2,13,2,9,One
23311,2,4,1,10,3,12,4,1,2,8,Zero
23312,4,8,3,1,1,8,2,13,3,11,One
23313,1,9,4,6,3,13,3,10,3,2,Zero
23314,1,5,2,11,2,12,1,6,4,9,Zero
23315,1,3,3,3,4,12,4,13,2,4,One
23316,3,1,2,4,2,2,2,5,2,12,Zero
23317,2,1,4,12,3,3,2,2,1,5,Zero
23318,3,1,3,12,1,6,2,5,2,10,Zero
23319,3,7,1,6,4,7,3,5,2,11,One
23320,4,12,4,5,4,13,1,4,3,2,Zero
23321,2,2,3,7,3,12,1,1,2,5,Zero
23322,1,4,1,10,3,1,3,7,4,4,One
23323,1,1,4,7,1,3,1,10,1,5,Zero
23324,1,10,4,8,1,6,1,11,1,9,Zero
23325,4,8,4,1,1,3,2,11,1,12,Zero
23326,3,13,4,10,2,5,2,13,1,9,One
23327,3,1,1,6,1,7,3,13,3,8,Zero
23328,3,11,3,6,1,5,1,13,3,12,Zero
23329,3,9,2,11,4,5,2,7,3,6,Zero
23330,4,1,4,5,3,10,1,5,2,11,One
23331,1,13,1,3,2,10,2,3,3,2,One
23332,1,4,4,10,2,11,3,9,4,5,Zero
23333,4,12,3,10,2,6,1,1,4,13,Zero
23334,3,6,3,4,1,6,4,4,3,12,Two
23335,3,10,2,10,3,6,4,6,1,8,Two
23336,4,11,1,7,4,8,3,9,2,2,Zero
23337,4,8,4,9,1,3,4,2,1,10,Zero
23338,1,2,1,6,3,12,3,6,4,10,One
23339,2,11,4,8,4,7,1,3,3,5,Zero
23340,2,2,1,8,2,10,3,6,4,10,One
23341,2,4,1,6,2,13,3,11,3,13,One
23342,4,1,2,10,2,6,2,9,1,1,One
23343,2,10,4,11,2,9,3,9,2,3,One
23344,1,7,3,13,1,2,4,2,3,5,One
23345,2,11,1,9,2,10,4,4,3,9,One
23346,3,3,4,5,2,4,3,1,1,6,Zero
23347,4,10,3,10,3,4,4,3,4,9,One
23348,2,10,3,3,4,11,2,9,2,1,Zero
23349,3,5,3,13,4,12,1,11,1,1,Zero
23350,3,8,1,10,1,13,3,13,4,4,One
23351,1,13,2,2,3,6,4,6,2,5,One
23352,2,1,2,12,4,12,2,2,1,12,Three
23353,4,8,4,1,1,12,1,1,4,13,One
23354,2,12,3,12,4,2,2,10,4,1,One
23355,4,1,1,11,2,12,3,10,1,7,Zero
23356,3,7,1,5,1,1,3,5,3,1,Two
23357,3,12,3,1,2,3,3,6,3,5,Zero
23358,4,13,4,1,2,11,2,13,1,4,One
23359,2,9,2,10,2,4,3,3,1,11,Zero
23360,1,10,1,6,3,4,3,3,4,13,Zero
23361,2,6,2,11,3,7,2,12,2,4,Zero
23362,2,7,4,13,1,10,1,1,3,13,One
23363,1,3,4,5,2,6,2,7,4,4,Four
23364,4,3,3,10,1,12,1,6,4,10,One
23365,4,7,2,5,4,3,3,6,3,1,Zero
23366,2,4,2,9,4,9,2,10,1,10,Two
23367,4,1,2,1,3,12,3,10,2,5,One
23368,2,9,4,2,3,13,1,9,4,4,One
23369,1,10,2,13,2,5,4,2,3,12,Zero
23370,2,9,3,12,2,2,2,5,3,11,Zero
23371,1,3,3,12,2,13,2,1,1,8,Zero
23372,3,3,1,8,2,8,3,9,4,13,One
23373,3,5,2,12,4,1,2,1,2,5,Two
23374,3,3,3,2,3,12,4,6,3,1,Zero
23375,3,2,4,13,4,2,2,1,1,5,One
23376,2,11,2,8,2,5,1,11,3,4,One
23377,1,13,3,12,2,4,2,5,1,11,Zero
23378,4,7,2,12,2,4,1,3,4,6,Zero
23379,3,3,3,4,4,9,4,3,2,1,One
23380,4,4,3,6,1,13,2,7,2,2,Zero
23381,1,10,1,2,4,7,3,7,3,4,One
23382,3,8,2,9,2,5,2,1,2,11,Zero
23383,3,11,4,9,1,3,2,8,2,3,One
23384,3,13,1,4,2,10,2,6,4,8,Zero
23385,3,1,3,12,1,12,1,13,1,10,One
23386,3,1,2,2,2,7,4,6,4,1,One
23387,3,4,4,13,3,1,1,6,3,6,One
23388,1,3,1,9,4,7,1,13,2,6,Zero
23389,1,6,4,13,2,3,1,1,1,13,One
23390,4,8,1,2,1,10,4,12,1,11,Zero
23391,2,1,3,3,4,6,4,1,1,1,Three
23392,4,11,4,10,3,13,2,1,2,7,Zero
23393,4,10,4,4,1,6,2,5,1,11,Zero
23394,4,6,3,4,3,11,2,1,2,11,One
23395,4,1,2,3,4,6,4,2,3,12,Zero
23396,3,1,2,1,4,9,2,12,1,6,One
23397,4,4,1,7,3,1,3,11,4,2,Zero
23398,1,5,1,9,3,9,4,12,1,2,One
23399,3,1,3,4,3,9,1,1,3,3,One
23400,4,1,2,6,3,4,2,1,4,2,One
23401,2,3,2,8,3,10,2,7,2,12,Zero
23402,3,13,2,9,2,10,2,7,3,2,Zero
23403,4,11,1,9,4,7,2,13,2,2,Zero
23404,2,6,1,2,3,11,1,10,2,4,Zero
23405,4,1,3,11,2,4,4,4,2,11,Two
23406,2,7,4,13,3,7,2,1,4,2,One
23407,4,4,2,9,3,8,2,4,2,10,One
23408,3,9,2,1,4,4,3,2,3,5,Zero
23409,3,2,2,1,4,3,4,11,1,5,Zero
23410,4,2,2,8,3,9,3,1,3,5,Zero
23411,3,5,2,9,2,11,4,11,3,6,One
23412,4,13,2,11,2,13,4,12,1,11,Two
23413,3,4,4,6,2,10,3,12,4,1,Zero
23414,2,10,3,4,3,9,1,2,1,8,Zero
23415,4,7,2,3,2,4,2,10,2,1,Zero
23416,4,10,1,8,2,5,2,1,3,8,One
23417,1,4,3,2,1,2,4,6,1,5,One
23418,1,7,2,12,4,2,3,1,4,3,Zero
23419,4,4,1,1,2,1,4,11,3,5,One
23420,1,10,1,4,3,3,3,13,2,9,Zero
23421,1,3,3,6,4,13,3,2,3,12,Zero
23422,3,2,3,13,2,1,2,7,1,3,Zero
23423,4,4,4,10,2,2,3,3,3,4,One
23424,3,8,4,13,3,13,3,4,2,9,One
23425,4,2,2,9,3,8,1,8,2,4,One
23426,3,2,4,7,1,13,1,2,3,10,One
23427,3,2,3,4,1,4,2,1,2,7,One
23428,1,2,4,13,3,2,1,11,2,3,One
23429,2,12,4,12,4,11,1,4,3,13,One
23430,3,8,2,12,3,1,2,3,1,10,Zero
23431,3,2,3,9,3,4,2,11,3,10,Zero
23432,3,10,4,1,2,6,2,8,4,11,Zero
23433,3,5,1,6,1,3,3,9,2,7,Zero
23434,4,3,3,3,3,11,3,8,1,2,One
23435,3,1,2,7,1,12,3,5,3,4,Zero
23436,3,4,2,7,3,9,4,11,1,10,Zero
23437,3,2,4,3,1,12,1,2,2,12,Two
23438,2,1,4,13,1,12,4,6,3,6,One
23439,1,6,1,13,2,6,3,6,3,13,Six
23440,1,1,3,10,2,5,4,8,2,11,Zero
23441,4,8,2,4,2,3,1,5,1,12,Zero
23442,2,4,1,11,2,10,2,5,1,5,One
23443,4,6,1,13,2,6,4,4,2,13,Two
23444,4,13,4,4,4,1,1,9,3,10,Zero
23445,2,8,2,5,4,8,2,4,2,13,One
23446,1,9,2,8,2,9,2,12,4,3,One
23447,3,9,4,11,4,13,3,6,1,12,Zero
23448,1,4,4,4,1,5,4,6,3,2,One
23449,2,4,4,13,3,2,3,1,2,8,Zero
23450,4,5,2,5,1,9,4,7,4,3,One
23451,4,7,1,11,1,3,3,8,4,8,One
23452,1,8,3,1,1,2,1,9,1,1,One
23453,4,1,1,11,3,8,4,6,3,3,Zero
23454,3,5,4,1,4,11,1,4,4,9,Zero
23455,2,7,3,13,2,9,3,8,2,2,Zero
23456,4,4,3,10,2,11,2,5,2,13,Zero
23457,4,3,3,9,2,12,3,5,2,9,One
23458,1,6,4,9,1,3,2,6,3,11,One
23459,2,3,3,12,1,2,1,6,2,13,Zero
23460,3,13,1,8,1,6,4,12,2,6,One
23461,3,4,4,4,2,8,1,5,3,9,One
23462,1,4,2,13,3,3,2,3,3,5,One
23463,4,10,2,12,2,3,4,4,3,9,Zero
23464,1,11,3,6,2,2,4,12,3,4,Zero
23465,1,7,2,12,3,12,3,6,3,3,One
23466,4,4,2,11,3,10,1,7,1,5,Zero
23467,1,8,3,10,3,5,2,5,1,1,One
23468,4,10,2,3,4,9,4,13,1,10,One
23469,1,5,3,11,2,11,4,5,4,3,Two
23470,3,4,2,11,1,4,1,10,1,8,One
23471,2,4,2,3,1,10,1,2,2,5,Zero
23472,4,11,3,2,1,13,4,7,3,10,Zero
23473,1,2,3,13,3,4,1,10,3,8,Zero
23474,4,6,3,13,2,12,1,7,2,8,Zero
23475,4,1,4,8,1,13,4,10,2,2,Zero
23476,1,4,1,8,1,1,2,2,2,7,Zero
23477,4,4,3,2,4,1,3,4,3,10,One
23478,2,7,4,2,2,10,3,1,4,12,Zero
23479,2,11,1,4,3,5,4,6,2,5,One
23480,4,7,1,3,4,4,4,1,3,11,Zero
23481,1,13,4,1,1,9,3,2,4,7,Zero
23482,4,4,3,13,1,5,2,9,3,7,Zero
23483,3,7,1,11,1,9,1,7,2,11,Two
23484,1,7,4,2,1,1,4,8,3,3,Zero
23485,1,3,3,8,1,8,2,2,3,7,One
23486,4,9,2,1,2,2,1,10,3,12,Zero
23487,2,3,2,1,4,4,3,8,1,1,One
23488,3,12,1,9,4,5,2,3,1,2,Zero
23489,3,6,1,10,4,6,3,4,3,5,One
23490,3,13,2,6,3,1,3,10,4,8,Zero
23491,1,12,4,4,2,1,4,13,1,4,One
23492,2,11,1,4,1,8,1,7,3,7,One
23493,1,4,3,10,2,1,4,4,3,6,One
23494,1,4,4,9,4,5,4,6,2,2,Zero
23495,2,11,4,2,4,8,1,4,1,8,One
23496,3,8,3,5,4,7,4,3,4,1,Zero
23497,4,4,2,5,4,1,4,12,4,7,Zero
23498,1,12,2,1,4,9,2,13,1,7,Zero
23499,3,7,4,12,2,4,4,11,3,8,Zero
23500,2,3,1,2,1,13,3,8,3,1,Zero
23501,2,10,4,7,4,3,1,9,1,5,Zero
23502,1,7,3,9,4,10,2,13,1,4,Zero
23503,4,7,1,8,3,3,1,1,4,8,One
23504,2,5,2,13,4,2,3,10,3,6,Zero
23505,4,11,4,13,4,2,1,2,2,1,One
23506,1,3,4,3,4,4,3,1,4,13,One
23507,2,11,3,7,2,13,1,4,2,2,Zero
23508,3,1,2,5,4,5,1,12,1,6,One
23509,1,10,1,8,2,6,3,3,2,8,One
23510,4,2,1,9,2,8,2,11,4,12,Zero
23511,2,1,3,12,1,3,3,10,4,7,Zero
23512,4,7,1,7,2,6,3,11,3,6,Two
23513,3,6,1,3,4,10,2,6,1,9,One
23514,2,8,2,10,1,2,4,2,2,7,One
23515,1,8,4,13,2,10,1,12,3,8,One
23516,4,6,3,9,1,7,1,3,4,13,Zero
23517,1,4,4,7,4,12,4,11,2,2,Zero
23518,2,2,3,6,4,13,2,3,4,2,One
23519,1,8,4,2,3,6,3,4,3,13,Zero
23520,4,1,1,13,2,1,3,3,4,11,One
23521,3,13,2,13,4,7,1,1,1,2,One
23522,2,6,4,11,1,2,3,5,1,7,Zero
23523,4,7,2,3,2,5,2,2,4,8,Zero
23524,4,7,4,5,4,9,4,1,2,8,Zero
23525,3,6,1,10,2,3,2,10,1,2,One
23526,1,10,1,1,1,13,3,3,1,8,Zero
23527,3,9,4,13,1,9,2,5,2,11,One
23528,1,1,1,3,1,10,4,13,1,9,Zero
23529,1,8,4,2,4,12,4,1,3,12,One
23530,4,10,4,11,3,4,1,10,2,12,One
23531,4,13,1,7,4,11,1,11,2,4,One
23532,3,8,2,11,3,13,1,12,3,6,Zero
23533,3,7,1,8,1,7,4,12,2,8,Two
23534,4,4,2,12,1,7,4,3,4,6,Zero
23535,3,13,1,3,3,7,1,2,1,5,Zero
23536,2,12,1,6,3,11,4,2,2,10,Zero
23537,4,8,2,8,3,2,3,8,3,12,Three
23538,3,1,4,1,1,6,2,7,2,2,One
23539,2,5,4,6,3,11,2,1,3,10,Zero
23540,1,8,2,12,2,5,4,7,1,9,Zero
23541,1,5,4,4,3,2,3,3,1,2,One
23542,1,11,3,5,3,7,2,13,1,2,Zero
23543,4,9,2,10,4,7,4,1,1,1,One
23544,2,12,1,2,2,3,2,1,4,13,Zero
23545,4,6,2,9,3,8,4,7,1,5,Four
23546,4,10,2,13,3,12,2,9,4,6,Zero
23547,2,13,4,9,2,8,3,6,3,11,Zero
23548,4,9,3,1,4,13,3,5,2,8,Zero
23549,1,4,2,5,2,4,2,10,3,1,One
23550,4,5,1,10,3,13,3,12,2,10,One
23551,4,10,4,8,4,3,2,6,3,9,Zero
23552,4,5,3,3,4,8,3,7,4,3,One
23553,4,9,1,2,3,9,4,12,2,9,Three
23554,4,2,1,8,4,12,3,11,2,9,Zero
23555,1,3,3,1,1,8,1,5,4,5,One
23556,4,8,3,10,1,12,1,4,4,5,Zero
23557,3,9,3,11,4,4,4,1,1,5,Zero
23558,4,6,4,12,1,3,1,9,2,13,Zero
23559,2,8,4,12,3,7,3,9,1,13,Zero
23560,4,7,4,9,1,2,4,4,3,8,Zero
23561,2,9,3,5,2,8,2,13,2,11,Zero
23562,3,6,4,13,2,6,2,9,4,3,One
23563,3,3,4,8,1,6,4,1,1,1,One
23564,1,5,3,6,3,7,4,4,3,3,Four
23565,1,1,4,4,2,9,1,3,2,1,One
23566,1,4,4,12,4,13,2,8,1,9,Zero
23567,3,9,4,1,1,8,4,3,3,1,One
23568,3,2,1,7,1,9,2,1,4,11,Zero
23569,1,8,3,3,2,9,2,11,3,4,Zero
23570,1,8,2,11,4,12,3,13,1,7,Zero
23571,2,7,3,2,4,3,1,8,1,7,One
23572,1,13,2,7,3,9,2,13,2,2,One
23573,1,3,4,8,2,2,2,5,2,7,Zero
23574,2,12,4,9,2,3,2,13,4,3,One
23575,4,2,4,4,2,3,1,1,4,11,Zero
23576,2,6,3,11,3,10,4,8,2,7,Zero
23577,3,3,3,2,3,7,2,7,2,11,One
23578,1,2,3,3,3,5,2,4,3,7,Zero
23579,4,13,2,7,2,1,3,4,3,2,Zero
23580,4,1,1,7,2,13,1,5,2,5,One
23581,1,5,4,1,3,1,2,6,4,7,One
23582,3,4,4,5,2,3,2,5,4,7,One
23583,4,2,2,13,3,4,3,6,4,3,Zero
23584,4,7,3,7,1,11,2,5,2,12,One
23585,3,1,1,5,2,11,3,4,4,6,Zero
23586,3,12,1,13,4,13,3,6,1,12,Two
23587,4,6,3,4,2,2,4,3,4,1,Zero
23588,4,12,2,11,4,2,4,5,3,12,One
23589,1,13,4,7,1,5,3,12,2,9,Zero
23590,4,11,4,9,4,3,1,7,4,10,Zero
23591,1,1,3,12,4,8,3,11,4,7,Zero
23592,3,1,4,6,2,3,2,7,2,13,Zero
23593,3,7,2,13,1,1,3,5,1,13,One
23594,4,5,1,2,4,6,1,7,4,1,Zero
